-32.85086271331025,-32.77929824820386,1.745740691652548,1.0968569356053546
-31.817825490561923,-31.749142045288526,1.7963130499891857,1.7499564046202993
-31.055046326743717,-30.98976843484129,1.8370394407559398,2.39224666754432
-30.42842764325644,-30.365946100631152,1.8722748059416268,3.0303073738387862
-29.88827150000575,-29.82812145890469,1.9036604931324477,3.6671022949773855
-29.40960011035601,-29.35147019379565,1.9320965512963173,4.304064328735899
-28.97775382606813,-28.92142197601907,1.9581868497808053,4.941870617205819
-28.583249838615643,-28.528543750456347,1.9823896982986642,5.5807805979485146
-28.22290610235781,-28.169627498374425,2.004784873985348,6.2217491535278056
-27.889523884244646,-27.83757758242233,2.025784158662793,6.864234318430295
-27.578416581206476,-27.52770042192436,2.045611226742718,7.508075086712447
-31.17231671976159,-31.105122943582277,2.8101892937290107,1.1490980343737904
-30.13766340770672,-30.07497959648178,2.8691393413674957,1.805928103455555
-29.52284253536829,-29.463803636394882,2.9156095178874746,2.4636887461020014
-29.013432529978758,-28.9563745841537,2.957126674617931,3.1134816005022152
-28.566494266047435,-28.51112219101133,2.994313403504831,3.7598479511215794
-28.165180290945578,-28.111372441202146,3.028186848049238,4.404837812409218
-27.79989167815372,-27.747525528976446,3.0594845940433557,5.049481854485547
-27.463863600138954,-27.412822548706675,3.0886736795334757,5.694355147874364
-27.152139370399894,-27.102319617216544,3.1161052419859603,6.339738455860325
-26.862950712343505,-26.814220855775265,3.1418065737800944,6.98642768265373
-26.592547659983556,-26.544849756789553,3.1660983972480863,7.634212157905904
-30.058372185235953,-29.996107368834465,3.8663775650931873,1.18826768441199
-29.166758656180786,-29.1083215232184,3.941379044963435,1.8503627638223674
-28.58546730546244,-28.528430472173852,3.9918407930326105,2.5141165668273766
-28.105490851379425,-28.050221336325347,4.0337247989218055,3.172671077258334
-27.689115939244573,-27.636155754481866,4.071925008054966,3.826679243074372
-27.32484932971358,-27.27359576814103,4.108975381006103,4.477184548794529
-26.995935651813603,-26.946064190327593,4.14395390626434,5.126235676941634
-26.69353723670212,-26.644867032792877,4.176825387389587,5.774842588428774
-26.412432337615392,-26.36486442389954,4.207822851004382,6.423477059146465
-26.149294068409215,-26.102750525968723,4.237217959498275,7.0723910780113695
-25.90341301226256,-25.857787730709518,4.264958558298328,7.722393900737869
-29.18534818349407,-29.12681258525308,4.917361573716992,1.2213061596889947
-28.39355545131602,-28.338018826212505,5.003252677295667,1.8905788879334038
-27.844857282893713,-27.79059301284917,5.0623998795735075,2.554471970975955
-27.41241188774095,-27.359835115329577,5.1084845861667185,3.2181502541887816
-27.033854357392222,-26.982798711731817,5.150376397639991,3.876312674267018
-26.69413627208952,-26.64440949788431,5.188940190259006,4.531493770022036
-26.38382981200688,-26.335308748379845,5.224526254374852,5.185387495553547
-26.098462432711635,-26.05131254233954,5.258122796942675,5.838444466113975
-25.835632818998864,-25.78965448464647,5.290864337776623,6.490462290039058
